,mesa,CONSENSO FEDERAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,FRENTE DE TODOS,FRENTE NOS,JUNTOS POR EL CAMBIO,CONSENSO FEDERAL cant,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD cant,FRENTE DE TODOS cant,FRENTE NOS cant,JUNTOS POR EL CAMBIO cant,localidad,school,pmale,pfemale,18-25,25-35,35-45,45-55,55-65,65-75,>75,18-25_m,25-35_m,35-45_m,45-55_m,55-65_m,65-75_m,>75_m,18-25_f,25-35_f,35-45_f,45-55_f,55-65_f,65-75_f,>75_f
434,435,0.03146853146853147,0.03146853146853147,0.5874125874125874,0.027972027972027972,0.32167832167832167,9,9,168,8,92,DEL VISO,COLEGIO INMACULADA CONCEPCION,46.57142857142857,53.42857142857142,27.02702702702703,23.72372372372373,19.51951951951952,12.012012012012011,9.60960960960961,4.804804804804805,3.303303303303303,25.58139534883721,24.41860465116279,20.348837209302324,13.372093023255813,9.883720930232558,3.4883720930232562,2.9069767441860463,28.57142857142857,22.981366459627328,18.633540372670808,10.559006211180122,9.316770186335404,6.211180124223603,3.7267080745341614
435,436,0.03169014084507042,0.028169014084507043,0.4823943661971831,0.045774647887323945,0.4119718309859155,9,8,137,13,117,DEL VISO,COLEGIO INMACULADA CONCEPCION,47.14285714285714,52.85714285714286,20.943952802359885,25.073746312684364,22.713864306784657,16.519174041297937,9.144542772861355,5.014749262536873,0.5899705014749262,21.468926553672315,27.118644067796605,24.858757062146893,14.689265536723163,6.779661016949151,4.519774011299434,0.5649717514124294,20.37037037037037,22.839506172839503,20.37037037037037,18.51851851851852,11.728395061728394,5.5555555555555545,0.6172839506172839
436,437,0.05985915492957746,0.02112676056338028,0.5880281690140845,0.02112676056338028,0.30985915492957744,17,6,167,6,88,DEL VISO,COLEGIO INMACULADA CONCEPCION,51.14285714285714,48.85714285714285,27.710843373493976,24.09638554216868,16.265060240963855,16.867469879518072,9.63855421686747,4.518072289156627,0.9036144578313252,23.87096774193548,22.58064516129032,20.0,20.0,9.032258064516126,3.870967741935484,0.6451612903225806,31.07344632768362,25.423728813559322,12.994350282485875,14.124293785310734,10.16949152542373,5.084745762711865,1.1299435028248588
437,438,0.01845018450184502,0.02952029520295203,0.5166051660516605,0.02214022140221402,0.4132841328413284,5,8,140,6,112,DEL VISO,COLEGIO INMACULADA CONCEPCION,52.28571428571429,47.714285714285715,23.49397590361446,21.686746987951807,20.48192771084337,17.16867469879518,7.831325301204821,6.927710843373494,2.409638554216868,21.052631578947366,19.07894736842105,22.36842105263158,20.394736842105264,7.894736842105262,7.236842105263157,1.973684210526316,25.555555555555554,23.88888888888889,18.88888888888889,14.444444444444445,7.777777777777778,6.666666666666668,2.7777777777777777
438,439,0.02491103202846975,0.0035587188612099642,0.5729537366548043,0.010676156583629894,0.3879003558718861,7,1,161,3,109,DEL VISO,COLEGIO INMACULADA CONCEPCION,45.42857142857143,54.57142857142857,20.65868263473054,24.850299401197606,20.05988023952096,16.46706586826347,10.479041916167665,5.9880239520958085,1.497005988023952,20.454545454545453,21.022727272727273,17.045454545454547,22.72727272727273,10.795454545454543,6.25,1.7045454545454544,20.88607594936709,29.11392405063291,23.417721518987346,9.49367088607595,10.126582278481012,5.69620253164557,1.2658227848101269
439,440,0.04363636363636364,0.03272727272727273,0.5381818181818182,0.025454545454545455,0.36,12,9,148,7,99,DEL VISO,COLEGIO INMACULADA CONCEPCION,47.714285714285715,52.28571428571429,27.67857142857143,19.345238095238095,18.452380952380953,17.559523809523807,9.523809523809524,5.357142857142857,2.083333333333333,26.315789473684212,19.883040935672515,22.222222222222218,13.450292397660814,9.941520467836256,5.263157894736842,2.9239766081871337,29.09090909090909,18.787878787878785,14.545454545454545,21.818181818181817,9.090909090909092,5.454545454545454,1.2121212121212122
440,441,0.043478260869565216,0.018115942028985508,0.5507246376811594,0.03260869565217391,0.35507246376811596,12,5,152,9,98,DEL VISO,COLEGIO INMACULADA CONCEPCION,50.0,50.0,24.2603550295858,24.556213017751478,19.230769230769234,11.83431952662722,10.650887573964498,5.9171597633136095,3.5502958579881656,24.84848484848485,24.84848484848485,20.60606060606061,12.12121212121212,10.909090909090908,3.0303030303030303,3.636363636363636,23.69942196531792,24.277456647398843,17.91907514450867,11.560693641618498,10.404624277456648,8.670520231213873,3.4682080924855487
441,442,0.014492753623188406,0.014492753623188406,0.5072463768115942,0.057971014492753624,0.4057971014492754,1,1,35,4,28,DEL VISO,COLEGIO INMACULADA CONCEPCION,43.820224719101134,56.17977528089889,22.35294117647059,18.823529411764707,18.823529411764707,17.647058823529417,12.941176470588234,5.882352941176469,3.5294117647058822,17.391304347826086,13.043478260869565,23.91304347826087,21.73913043478261,15.217391304347828,6.521739130434782,2.1739130434782608,28.2051282051282,25.64102564102564,12.82051282051282,12.82051282051282,10.256410256410255,5.128205128205128,5.128205128205128
442,443,0.05714285714285714,0.03214285714285714,0.4,0.03214285714285714,0.4785714285714286,16,9,112,9,134,MANUEL ALBERTI,COLEGIO ARGENTINO BILINGUE,47.714285714285715,52.28571428571429,26.66666666666667,20.0,19.710144927536234,14.20289855072464,10.144927536231883,5.797101449275362,3.4782608695652173,23.88888888888889,22.222222222222218,20.555555555555557,13.888888888888891,9.444444444444443,6.111111111111112,3.888888888888889,29.6969696969697,17.575757575757574,18.787878787878785,14.545454545454545,10.909090909090908,5.454545454545454,3.0303030303030303
443,444,0.047619047619047616,0.03296703296703297,0.34798534798534797,0.02197802197802198,0.5494505494505495,13,9,95,6,150,MANUEL ALBERTI,COLEGIO ARGENTINO BILINGUE,45.714285714285715,54.28571428571429,25.79710144927536,15.36231884057971,18.84057971014493,22.318840579710145,8.695652173913043,5.797101449275362,3.188405797101449,25.396825396825395,14.285714285714285,16.402116402116402,24.33862433862434,9.523809523809524,5.820105820105821,4.232804232804233,26.282051282051288,16.666666666666664,21.794871794871803,19.871794871794872,7.6923076923076925,5.769230769230768,1.9230769230769231
444,445,0.06273062730627306,0.02214022140221402,0.3726937269372694,0.01845018450184502,0.5239852398523985,17,6,101,5,142,MANUEL ALBERTI,COLEGIO ARGENTINO BILINGUE,53.714285714285715,46.28571428571429,30.434782608695656,15.942028985507244,18.55072463768116,18.55072463768116,8.695652173913043,4.63768115942029,3.188405797101449,32.075471698113205,13.20754716981132,19.49685534591195,15.723270440251572,10.062893081761008,5.031446540880504,4.402515723270441,29.032258064516128,18.27956989247312,17.741935483870968,20.967741935483872,7.526881720430107,4.301075268817205,2.1505376344086025
445,446,0.05517241379310345,0.034482758620689655,0.31724137931034485,0.03103448275862069,0.5620689655172414,16,10,92,9,163,MANUEL ALBERTI,COLEGIO ARGENTINO BILINGUE,45.42857142857143,54.57142857142857,24.347826086956523,14.20289855072464,18.26086956521739,22.318840579710145,11.884057971014492,5.797101449275362,3.188405797101449,27.127659574468087,12.76595744680851,20.74468085106383,21.80851063829788,10.106382978723405,5.319148936170213,2.127659574468085,21.019108280254773,15.92356687898089,15.286624203821654,22.92993630573249,14.012738853503187,6.369426751592357,4.4585987261146505
446,447,0.07749077490774908,0.04059040590405904,0.36900369003690037,0.014760147601476014,0.4981549815498155,21,11,100,4,135,MANUEL ALBERTI,COLEGIO ARGENTINO BILINGUE,47.14285714285714,52.85714285714286,22.543352601156073,19.942196531791907,18.497109826589593,19.364161849710978,10.404624277456648,6.069364161849711,3.1791907514450863,21.546961325966848,21.546961325966848,17.679558011049718,17.679558011049718,11.602209944751381,6.077348066298343,3.867403314917127,23.63636363636364,18.181818181818183,19.393939393939394,21.21212121212121,9.090909090909092,6.0606060606060606,2.4242424242424243
447,448,0.03663003663003663,0.040293040293040296,0.3882783882783883,0.01098901098901099,0.5238095238095238,10,11,106,3,143,MANUEL ALBERTI,COLEGIO ARGENTINO BILINGUE,48.28571428571429,51.714285714285715,26.878612716763005,21.965317919075147,16.184971098265898,16.473988439306353,10.115606936416183,4.624277456647398,3.757225433526012,27.374301675977648,21.787709497206702,13.966480446927376,16.75977653631285,9.497206703910614,5.58659217877095,5.027932960893856,26.34730538922156,22.15568862275449,18.562874251497004,16.167664670658677,10.778443113772457,3.5928143712574854,2.395209580838324
448,449,0.04,0.01818181818181818,0.34545454545454546,0.01090909090909091,0.5854545454545454,11,5,95,3,161,MANUEL ALBERTI,COLEGIO ARGENTINO BILINGUE,51.714285714285715,48.28571428571429,22.448979591836732,17.49271137026239,20.699708454810494,18.950437317784253,10.787172011661806,7.580174927113703,2.0408163265306123,20.833333333333336,15.476190476190474,23.214285714285715,21.428571428571427,11.309523809523812,6.547619047619048,1.1904761904761905,24.0,19.428571428571427,18.285714285714285,16.57142857142857,10.285714285714283,8.571428571428571,2.8571428571428568
449,450,0.0456140350877193,0.014035087719298246,0.35789473684210527,0.014035087719298246,0.5684210526315789,13,4,102,4,162,MANUEL ALBERTI,COLEGIO BEDE,52.28571428571429,47.714285714285715,20.99125364431487,24.198250728862966,19.533527696793,19.533527696793,8.16326530612245,6.1224489795918355,1.4577259475218658,22.424242424242426,18.181818181818183,24.24242424242424,20.0,7.878787878787877,4.848484848484849,2.4242424242424243,19.662921348314608,29.77528089887641,15.168539325842698,19.101123595505616,8.426966292134832,7.303370786516854,0.5617977528089888
450,451,0.045774647887323945,0.045774647887323945,0.3274647887323944,0.045774647887323945,0.5352112676056338,13,13,93,13,152,MANUEL ALBERTI,COLEGIO BEDE,49.42857142857143,50.57142857142857,25.78796561604584,18.91117478510029,16.618911174785097,18.05157593123209,13.753581661891117,4.871060171919772,2.005730659025788,24.293785310734464,18.644067796610173,18.079096045197737,18.079096045197737,14.689265536723163,4.519774011299434,1.6949152542372878,27.325581395348834,19.186046511627904,15.116279069767439,18.023255813953487,12.790697674418604,5.232558139534883,2.3255813953488373
451,452,0.05734767025089606,0.04659498207885305,0.3655913978494624,0.017921146953405017,0.5125448028673835,16,13,102,5,143,MANUEL ALBERTI,COLEGIO BEDE,54.0,46.0,27.37752161383285,14.409221902017293,25.360230547550437,15.273775216138327,8.645533141210375,6.628242074927955,2.3054755043227666,26.875,16.875,26.875,12.5,10.0,5.0,1.875,27.807486631016044,12.299465240641712,24.064171122994647,17.647058823529417,7.4866310160427805,8.021390374331549,2.6737967914438503
452,453,0.04642857142857143,0.039285714285714285,0.3535714285714286,0.017857142857142856,0.5428571428571428,13,11,99,5,152,MANUEL ALBERTI,COLEGIO BEDE,46.28571428571429,53.714285714285715,28.40579710144928,15.65217391304348,19.420289855072465,18.26086956521739,9.27536231884058,6.086956521739131,2.898550724637681,30.434782608695656,13.586956521739127,16.304347826086953,17.934782608695652,11.41304347826087,7.608695652173914,2.717391304347826,26.08695652173913,18.01242236024845,22.981366459627328,18.633540372670808,6.832298136645963,4.3478260869565215,3.1055900621118013
453,454,0.06451612903225806,0.025089605734767026,0.34408602150537637,0.010752688172043012,0.5555555555555556,18,7,96,3,155,MANUEL ALBERTI,COLEGIO BEDE,48.0,52.0,27.325581395348834,19.476744186046513,17.151162790697676,15.69767441860465,13.08139534883721,4.3604651162790695,2.9069767441860463,30.555555555555557,18.88888888888889,17.22222222222222,16.666666666666664,10.0,3.888888888888889,2.7777777777777777,23.78048780487805,20.1219512195122,17.073170731707318,14.634146341463413,16.463414634146346,4.878048780487805,3.0487804878048776
454,455,0.06228373702422145,0.03806228373702422,0.3391003460207612,0.01384083044982699,0.5467128027681661,18,11,98,4,158,MANUEL ALBERTI,COLEGIO BEDE,53.00859598853869,46.99140401146133,24.853801169590646,17.251461988304094,18.71345029239766,19.883040935672515,12.865497076023393,4.970760233918129,1.4619883040935668,20.496894409937887,19.87577639751553,19.87577639751553,22.360248447204967,9.316770186335404,5.590062111801243,2.4844720496894412,28.7292817679558,14.917127071823206,17.679558011049718,17.679558011049718,16.02209944751381,4.419889502762429,0.5524861878453038
455,456,0.037800687285223365,0.01718213058419244,0.3951890034364261,0.006872852233676976,0.5429553264604811,11,5,115,2,158,DEL VISO,ESCUELA EP N°25/ES N°33,52.28571428571429,47.714285714285715,23.615160349854232,15.451895043731778,20.40816326530612,20.11661807580175,8.746355685131196,8.16326530612245,3.498542274052478,23.63636363636364,12.727272727272727,18.787878787878785,24.24242424242424,9.090909090909092,7.878787878787877,3.636363636363636,23.595505617977533,17.97752808988764,21.910112359550567,16.292134831460675,8.426966292134832,8.426966292134832,3.3707865168539324
456,457,0.037800687285223365,0.01718213058419244,0.31958762886597936,0.024054982817869417,0.6013745704467354,11,5,93,7,175,DEL VISO,ESCUELA EP N°25/ES N°33,46.57142857142857,53.42857142857142,26.16279069767442,18.8953488372093,18.6046511627907,16.27906976744186,10.465116279069766,5.232558139534883,4.3604651162790695,21.311475409836067,20.21857923497268,16.939890710382517,18.032786885245898,11.475409836065571,6.0109289617486334,6.0109289617486334,31.677018633540374,17.391304347826086,20.496894409937887,14.285714285714285,9.316770186335404,4.3478260869565215,2.4844720496894412
457,458,0.027210884353741496,0.02040816326530612,0.29931972789115646,0.017006802721088437,0.6360544217687075,8,6,88,5,187,DEL VISO,ESCUELA EP N°25/ES N°33,48.85714285714285,51.14285714285714,22.608695652173914,19.420289855072465,15.65217391304348,20.0,10.144927536231883,8.985507246376812,3.188405797101449,20.454545454545453,21.022727272727273,17.613636363636363,18.75,7.954545454545454,9.659090909090908,4.545454545454546,24.852071005917157,17.75147928994083,13.6094674556213,21.301775147929,12.426035502958579,8.284023668639055,1.7751479289940828
458,459,0.04713804713804714,0.010101010101010102,0.3771043771043771,0.013468013468013467,0.5521885521885522,14,3,112,4,164,DEL VISO,ESCUELA EP N°25/ES N°33,53.42857142857142,46.57142857142857,25.51319648093841,19.941348973607038,18.181818181818183,19.941348973607038,7.624633431085044,4.98533724340176,3.812316715542522,27.38853503184713,18.471337579617835,17.834394904458602,16.560509554140125,8.280254777070063,5.7324840764331215,5.7324840764331215,23.91304347826087,21.195652173913047,18.47826086956521,22.82608695652174,7.065217391304348,4.3478260869565215,2.1739130434782608
459,460,0.03767123287671233,0.02054794520547945,0.3116438356164384,0.02054794520547945,0.6095890410958904,11,6,91,6,178,DEL VISO,ESCUELA EP N°25/ES N°33,47.42857142857143,52.57142857142857,21.637426900584803,19.5906432748538,16.374269005847953,20.76023391812865,11.403508771929824,5.5555555555555545,4.678362573099415,21.22905027932961,22.3463687150838,16.201117318435752,21.787709497206702,8.938547486033519,4.46927374301676,5.027932960893856,22.085889570552148,16.56441717791411,16.56441717791411,19.6319018404908,14.11042944785276,6.7484662576687136,4.294478527607362
460,461,0.03260869565217391,0.014492753623188406,0.25,0.028985507246376812,0.6739130434782609,9,4,69,8,186,DEL VISO,ESCUELA EP N°25/ES N°33,54.28571428571429,45.714285714285715,27.696793002915452,21.57434402332361,14.285714285714285,15.160349854227405,10.495626822157435,6.41399416909621,4.373177842565598,26.282051282051288,21.153846153846157,17.307692307692307,16.025641025641026,7.6923076923076925,7.05128205128205,4.487179487179487,28.87700534759358,21.92513368983957,11.764705882352938,14.43850267379679,12.834224598930485,5.882352941176469,4.27807486631016
461,462,0.04666666666666667,0.02,0.37,0.023333333333333334,0.54,14,6,111,7,162,DEL VISO,ESCUELA EP N°25/ES N°33,46.85714285714286,53.14285714285714,22.67441860465116,22.38372093023256,13.953488372093025,19.186046511627904,12.790697674418604,6.104651162790698,2.9069767441860463,22.162162162162165,20.54054054054054,14.594594594594595,19.45945945945946,12.972972972972975,6.486486486486488,3.7837837837837838,23.270440251572328,24.52830188679245,13.20754716981132,18.867924528301888,12.578616352201259,5.6603773584905674,1.8867924528301887
462,463,0.02464788732394366,0.017605633802816902,0.38380281690140844,0.007042253521126761,0.5669014084507042,7,5,109,2,161,DEL VISO,ESCUELA EP N°25/ES N°33,46.57142857142857,53.42857142857142,25.07288629737609,18.075801749271136,20.40816326530612,15.451895043731778,11.078717201166182,6.41399416909621,3.498542274052478,25.136612021857925,19.672131147540984,18.5792349726776,14.754098360655734,13.114754098360656,6.0109289617486334,2.7322404371584703,25.0,16.25,22.5,16.25,8.75,6.875000000000001,4.375
463,464,0.05084745762711865,0.020338983050847456,0.44745762711864406,0.010169491525423728,0.4711864406779661,15,6,132,3,139,DEL VISO,ESCUELA EP N°25/ES N°33,50.85714285714285,49.14285714285714,23.75366568914956,20.527859237536656,16.129032258064516,17.008797653958947,11.730205278592374,7.624633431085044,3.2258064516129035,25.30120481927711,18.072289156626507,13.253012048192772,17.46987951807229,12.650602409638553,9.036144578313252,4.216867469879518,22.285714285714285,22.857142857142854,18.857142857142858,16.57142857142857,10.857142857142858,6.285714285714287,2.2857142857142856
464,465,0.0353356890459364,0.014134275618374558,0.35335689045936397,0.014134275618374558,0.5830388692579506,10,4,100,4,165,DEL VISO,ESCUELA EP N°25/ES N°33,45.42857142857143,54.57142857142857,24.277456647398843,17.341040462427745,19.942196531791907,17.052023121387286,12.13872832369942,6.069364161849711,3.1791907514450863,21.164021164021165,17.460317460317462,23.809523809523807,17.460317460317462,10.582010582010582,6.349206349206349,3.1746031746031744,28.025477707006374,17.197452229299365,15.286624203821654,16.560509554140125,14.012738853503187,5.7324840764331215,3.1847133757961785
465,466,0.04844290657439446,0.02422145328719723,0.29411764705882354,0.010380622837370242,0.6228373702422145,14,7,85,3,180,DEL VISO,ESCUELA EP N°25/ES N°33,50.57142857142857,49.42857142857143,23.837209302325586,18.313953488372096,16.86046511627907,17.151162790697676,11.918604651162793,8.13953488372093,3.7790697674418596,22.09302325581395,20.348837209302324,18.6046511627907,18.023255813953487,9.883720930232558,6.395348837209302,4.651162790697675,25.58139534883721,16.27906976744186,15.116279069767439,16.27906976744186,13.953488372093025,9.883720930232558,2.9069767441860463
466,467,0.03558718861209965,0.021352313167259787,0.3487544483985765,0.010676156583629894,0.5836298932384342,10,6,98,3,164,DEL VISO,ESCUELA EP N°25/ES N°33,47.14285714285714,52.85714285714286,20.63953488372093,19.767441860465123,17.441860465116278,22.38372093023256,9.30232558139535,7.558139534883719,2.9069767441860463,22.950819672131143,19.12568306010929,16.939890710382517,24.043715846994534,8.743169398907106,5.464480874316941,2.7322404371584703,18.01242236024845,20.496894409937887,18.01242236024845,20.496894409937887,9.937888198757765,9.937888198757765,3.1055900621118013
467,468,0.03436426116838488,0.027491408934707903,0.3230240549828179,0.01718213058419244,0.5979381443298969,10,8,94,5,174,DEL VISO,COLEGIO DEL MANANTIAL,48.28571428571429,51.714285714285715,27.53623188405797,18.26086956521739,17.681159420289855,15.072463768115945,11.594202898550725,4.9275362318840585,4.9275362318840585,26.404494382022467,17.97752808988764,17.415730337078653,15.730337078651687,12.921348314606742,4.49438202247191,5.056179775280898,28.742514970059883,18.562874251497004,17.964071856287426,14.371257485029941,10.179640718562874,5.389221556886229,4.790419161676646
468,469,0.030508474576271188,0.013559322033898305,0.3728813559322034,0.003389830508474576,0.5796610169491525,9,4,110,1,171,DEL VISO,COLEGIO DEL MANANTIAL,48.28571428571429,51.714285714285715,23.391812865497073,22.222222222222218,17.543859649122805,18.71345029239766,9.649122807017543,5.5555555555555545,2.9239766081871337,25.842696629213485,21.910112359550567,14.606741573033707,19.662921348314608,9.550561797752808,6.179775280898876,2.247191011235955,20.73170731707317,22.560975609756103,20.73170731707317,17.682926829268293,9.75609756097561,4.878048780487805,3.658536585365853
469,470,0.03272727272727273,0.02909090909090909,0.4036363636363636,0.014545454545454545,0.52,9,8,111,4,143,DEL VISO,COLEGIO DEL MANANTIAL,49.42857142857143,50.57142857142857,22.87390029325513,21.114369501466275,19.941348973607038,18.181818181818183,9.090909090909092,5.571847507331379,3.2258064516129035,21.965317919075147,16.184971098265898,20.809248554913296,18.497109826589593,13.294797687861273,5.780346820809249,3.4682080924855487,23.809523809523807,26.190476190476193,19.047619047619047,17.857142857142858,4.761904761904762,5.357142857142857,2.976190476190476
470,471,0.037800687285223365,0.01718213058419244,0.3333333333333333,0.01718213058419244,0.5945017182130584,11,5,97,5,173,DEL VISO,COLEGIO DEL MANANTIAL,44.0,56.00000000000001,20.05813953488372,17.732558139534884,16.86046511627907,22.38372093023256,11.33720930232558,8.13953488372093,3.4883720930232562,20.103092783505154,18.041237113402058,18.041237113402058,20.618556701030926,13.917525773195875,5.6701030927835046,3.608247422680412,20.0,17.333333333333336,15.333333333333332,24.66666666666667,8.0,11.333333333333332,3.333333333333333
471,472,0.020761245674740483,0.02422145328719723,0.2906574394463668,0.006920415224913495,0.657439446366782,6,7,84,2,190,DEL VISO,COLEGIO DEL MANANTIAL,47.714285714285715,52.28571428571429,27.246376811594207,17.391304347826086,16.81159420289855,17.681159420289855,12.173913043478262,6.376811594202898,2.318840579710145,24.043715846994534,16.939890710382517,16.939890710382517,19.12568306010929,14.207650273224044,5.464480874316941,3.278688524590164,30.8641975308642,17.901234567901234,16.666666666666664,16.049382716049386,9.876543209876543,7.4074074074074066,1.2345679012345678
472,473,0.05226480836236934,0.006968641114982578,0.3693379790940767,0.010452961672473868,0.5609756097560976,15,2,106,3,161,DEL VISO,COLEGIO NORBRIDGE,54.0,46.0,23.410404624277447,22.543352601156073,18.497109826589593,16.184971098265898,10.115606936416183,5.202312138728324,4.0462427745664735,19.10828025477707,20.382165605095548,18.471337579617835,19.745222929936308,10.828025477707007,6.369426751592357,5.095541401273887,26.984126984126984,24.33862433862434,18.51851851851852,13.227513227513224,9.523809523809524,4.232804232804233,3.1746031746031744
473,474,0.04912280701754386,0.021052631578947368,0.29473684210526313,0.007017543859649123,0.6280701754385964,14,6,84,2,179,DEL VISO,COLEGIO NORBRIDGE,50.28571428571429,49.714285714285715,26.3768115942029,16.52173913043478,22.02898550724637,15.65217391304348,9.855072463768117,6.666666666666668,2.898550724637681,22.807017543859647,14.035087719298243,23.976608187134506,19.298245614035086,9.35672514619883,8.187134502923977,2.3391812865497075,29.88505747126437,18.96551724137931,20.114942528735632,12.06896551724138,10.344827586206897,5.172413793103448,3.4482758620689653
474,475,0.020833333333333332,0.020833333333333332,0.3472222222222222,0.006944444444444444,0.6041666666666666,6,6,100,2,174,DEL VISO,COLEGIO NORBRIDGE,48.0,52.0,23.235294117647058,16.470588235294116,18.823529411764707,17.058823529411768,8.823529411764708,8.235294117647058,7.352941176470589,23.16384180790961,15.254237288135593,18.644067796610173,19.209039548022602,9.039548022598868,7.344632768361581,7.344632768361581,23.31288343558282,17.791411042944784,19.018404907975462,14.723926380368097,8.588957055214724,9.202453987730062,7.361963190184048
475,476,0.04216867469879518,0.018072289156626505,0.4578313253012048,0.0,0.4819277108433735,7,3,76,0,80,DEL VISO,COLEGIO NORBRIDGE,50.0,50.0,28.643216080402013,22.110552763819094,14.070351758793972,20.100502512562816,8.040201005025125,3.5175879396984926,3.5175879396984926,28.000000000000004,22.0,13.0,23.0,7.000000000000001,4.0,3.0,29.292929292929287,22.222222222222218,15.151515151515152,17.17171717171717,9.090909090909092,3.0303030303030303,4.040404040404041
476,477,0.041666666666666664,0.02976190476190476,0.38095238095238093,0.017857142857142856,0.5297619047619048,7,5,64,3,89,DEL VISO,COLEGIO NORBRIDGE,46.0,54.0,18.461538461538463,26.15384615384616,16.41025641025641,16.923076923076927,10.256410256410255,6.666666666666668,5.128205128205128,18.867924528301888,27.35849056603773,18.867924528301888,14.150943396226413,8.49056603773585,6.60377358490566,5.6603773584905674,17.97752808988764,24.719101123595504,13.483146067415731,20.224719101123593,12.359550561797752,6.741573033707866,4.49438202247191
477,478,0.029411764705882353,0.04044117647058824,0.5220588235294118,0.03676470588235294,0.3713235294117647,8,11,142,10,101,DEL VISO,INSTITUTO FEDERICO DICKENS,58.85714285714285,41.14285714285714,25.93659942363112,23.34293948126801,17.002881844380404,15.850144092219018,9.510086455331413,5.475504322766571,2.8818443804034577,25.53191489361702,26.241134751773053,15.602836879432626,12.76595744680851,8.51063829787234,7.092198581560284,4.25531914893617,26.21359223300971,21.35922330097087,17.96116504854369,17.96116504854369,10.194174757281553,4.368932038834951,1.9417475728155336
478,479,0.06181818181818182,0.03636363636363636,0.5272727272727272,0.02909090909090909,0.34545454545454546,17,10,145,8,95,DEL VISO,INSTITUTO FEDERICO DICKENS,49.14285714285714,50.85714285714285,23.47826086956522,22.318840579710145,20.0,17.681159420289855,10.144927536231883,4.3478260869565215,2.0289855072463765,26.285714285714285,18.285714285714285,17.714285714285708,20.0,10.285714285714283,4.571428571428571,2.8571428571428568,20.588235294117645,26.470588235294123,22.35294117647059,15.294117647058822,10.0,4.117647058823529,1.1764705882352942
479,480,0.041666666666666664,0.03125,0.4131944444444444,0.03125,0.4826388888888889,12,9,119,9,139,DEL VISO,INSTITUTO FEDERICO DICKENS,51.42857142857142,48.57142857142857,25.072046109510087,21.32564841498559,20.461095100864554,13.832853025936599,11.52737752161383,5.763688760806915,2.0172910662824206,25.0,20.238095238095237,23.214285714285715,13.690476190476193,10.119047619047619,6.547619047619048,1.1904761904761905,25.13966480446928,22.3463687150838,17.877094972067038,13.966480446927376,12.849162011173187,5.027932960893856,2.793296089385475
480,481,0.031578947368421054,0.042105263157894736,0.4245614035087719,0.021052631578947368,0.4807017543859649,9,12,121,6,137,DEL VISO,INSTITUTO FEDERICO DICKENS,48.57142857142857,51.42857142857142,18.73198847262248,18.73198847262248,22.766570605187322,17.002881844380404,12.680115273775215,8.069164265129682,2.0172910662824206,16.201117318435752,17.318435754189945,24.581005586592173,17.877094972067038,13.966480446927376,8.379888268156424,1.675977653631285,21.428571428571427,20.238095238095237,20.833333333333336,16.071428571428573,11.309523809523812,7.738095238095237,2.380952380952381
481,482,0.04,0.02181818181818182,0.48727272727272725,0.02909090909090909,0.4218181818181818,11,6,134,8,116,DEL VISO,INSTITUTO FEDERICO DICKENS,48.85714285714285,51.14285714285714,20.821114369501466,20.234604105571847,20.527859237536656,14.369501466275661,9.677419354838712,10.263929618768328,4.10557184750733,21.26436781609195,19.540229885057467,21.26436781609195,12.643678160919542,9.770114942528737,9.195402298850574,6.321839080459771,20.35928143712575,20.95808383233533,19.760479041916167,16.167664670658677,9.580838323353293,11.377245508982035,1.7964071856287425
482,483,0.043478260869565216,0.025362318840579712,0.427536231884058,0.014492753623188406,0.4891304347826087,12,7,118,4,135,DEL VISO,ESCUELA EP N°38/ES N°36,50.28571428571429,49.714285714285715,24.9266862170088,17.888563049853374,19.64809384164223,17.008797653958947,11.730205278592374,6.158357771260997,2.6392961876832843,25.443786982248522,17.75147928994083,19.526627218934916,18.343195266272193,12.426035502958579,5.325443786982249,1.183431952662722,24.41860465116279,18.023255813953487,19.767441860465123,15.69767441860465,11.046511627906975,6.9767441860465125,4.069767441860465
483,484,0.017793594306049824,0.02491103202846975,0.5231316725978647,0.021352313167259787,0.4128113879003559,5,7,147,6,116,DEL VISO,ESCUELA EP N°38/ES N°36,47.42857142857143,52.57142857142857,17.151162790697676,26.16279069767442,18.313953488372096,13.953488372093025,11.918604651162793,8.720930232558139,3.7790697674418596,15.469613259668508,25.96685082872928,20.441988950276247,12.70718232044199,12.154696132596685,9.944751381215472,3.3149171270718236,19.018404907975462,26.380368098159515,15.950920245398773,15.337423312883436,11.65644171779141,7.361963190184048,4.294478527607362
484,485,0.054945054945054944,0.029304029304029304,0.4725274725274725,0.007326007326007326,0.4358974358974359,15,8,129,2,119,DEL VISO,ESCUELA EP N°38/ES N°36,48.28571428571429,51.714285714285715,24.198250728862966,20.99125364431487,15.160349854227405,16.909620991253647,11.078717201166182,8.454810495626823,3.206997084548105,22.15909090909091,19.88636363636364,15.340909090909092,18.181818181818183,11.931818181818182,9.090909090909092,3.4090909090909087,26.34730538922156,22.15568862275449,14.97005988023952,15.568862275449105,10.179640718562874,7.7844311377245505,2.9940119760479043
