,mesa,CONSENSO FEDERAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,FRENTE DE TODOS,FRENTE NOS,JUNTOS POR EL CAMBIO,CONSENSO FEDERAL cant,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD cant,FRENTE DE TODOS cant,FRENTE NOS cant,JUNTOS POR EL CAMBIO cant,localidad,school,pmale,pfemale,18-25,25-35,35-45,45-55,55-65,65-75,>75,18-25_m,25-35_m,35-45_m,45-55_m,55-65_m,65-75_m,>75_m,18-25_f,25-35_f,35-45_f,45-55_f,55-65_f,65-75_f,>75_f
27,28,0.0425531914893617,0.024822695035460994,0.450354609929078,0.024822695035460994,0.4574468085106383,12,7,127,7,129,MANZONE,ESCUELA SANTA MARIA,51.42857142857142,48.57142857142857,26.586102719033235,24.471299093655592,17.82477341389728,16.012084592145015,6.3444108761329305,5.740181268882174,3.0211480362537766,25.806451612903228,29.677419354838708,17.419354838709676,11.612903225806454,6.451612903225807,4.516129032258063,4.516129032258063,27.27272727272727,19.88636363636364,18.181818181818183,19.88636363636364,6.25,6.8181818181818175,1.7045454545454544
28,29,0.04316546762589928,0.014388489208633094,0.3920863309352518,0.03597122302158273,0.5143884892086331,12,4,109,10,143,PILAR,ESCUELA EP N°6/ESB N°18,48.0,52.0,25.149700598802394,21.856287425149702,20.35928143712575,15.868263473053892,6.886227544910179,6.886227544910179,2.9940119760479043,26.190476190476193,22.619047619047624,20.833333333333336,16.071428571428573,6.547619047619048,4.761904761904762,2.976190476190476,24.09638554216868,21.084337349397593,19.87951807228916,15.662650602409641,7.2289156626506035,9.036144578313252,3.0120481927710845
29,30,0.04797047970479705,0.01845018450184502,0.47232472324723246,0.02952029520295203,0.4317343173431734,13,5,128,8,117,PILAR,ESCUELA EP N°6/ESB N°18,49.42857142857143,50.57142857142857,24.702380952380953,20.238095238095237,25.29761904761905,11.904761904761903,9.523809523809524,6.25,2.083333333333333,23.03030303030303,16.969696969696972,29.09090909090909,12.12121212121212,12.12121212121212,4.242424242424243,2.4242424242424243,26.315789473684212,23.391812865497073,21.637426900584803,11.695906432748535,7.0175438596491215,8.187134502923977,1.7543859649122806
30,31,0.048507462686567165,0.011194029850746268,0.39925373134328357,0.026119402985074626,0.5149253731343284,13,3,107,7,138,PILAR,ESCUELA EP N°6/ESB N°18,49.14285714285714,50.85714285714285,21.02102102102102,24.024024024024023,22.822822822822822,15.615615615615615,7.5075075075075075,5.105105105105106,3.903903903903904,24.24242424242424,23.63636363636364,21.818181818181817,15.757575757575754,6.666666666666668,4.848484848484849,3.0303030303030303,17.857142857142858,24.404761904761905,23.809523809523807,15.476190476190474,8.333333333333332,5.357142857142857,4.761904761904762
31,32,0.029304029304029304,0.01098901098901099,0.42857142857142855,0.02197802197802198,0.5091575091575091,8,3,117,6,139,PILAR,ESCUELA EP N°6/ESB N°18,51.14285714285714,48.85714285714285,25.0,24.107142857142854,19.047619047619047,15.476190476190474,8.928571428571429,4.166666666666666,3.273809523809524,24.375,20.0,20.0,17.5,9.375,5.0,3.75,25.568181818181817,27.84090909090909,18.181818181818183,13.636363636363635,8.522727272727273,3.4090909090909087,2.8409090909090913
32,33,0.02952029520295203,0.02952029520295203,0.4870848708487085,0.025830258302583026,0.4280442804428044,8,8,132,7,116,PILAR,ESCUELA EP N°6/ESB N°18,53.714285714285715,46.28571428571429,20.42682926829268,23.47560975609756,27.134146341463413,15.24390243902439,6.707317073170732,5.182926829268292,1.829268292682927,20.13888888888889,22.222222222222218,28.472222222222218,17.36111111111111,4.8611111111111125,6.25,0.6944444444444444,20.65217391304348,24.456521739130434,26.08695652173913,13.586956521739127,8.152173913043477,4.3478260869565215,2.717391304347826
33,34,0.06159420289855073,0.021739130434782608,0.4384057971014493,0.014492753623188406,0.463768115942029,17,6,121,4,128,PILAR,ESCUELA EP N°7,45.714285714285715,54.28571428571429,21.621621621621625,22.52252252252252,24.624624624624623,16.216216216216218,8.708708708708707,3.603603603603604,2.702702702702702,17.51412429378531,25.423728813559322,25.98870056497175,15.819209039548024,9.604519774011301,4.519774011299434,1.1299435028248588,26.282051282051288,19.230769230769234,23.07692307692308,16.666666666666664,7.6923076923076925,2.564102564102564,4.487179487179487
34,35,0.033962264150943396,0.03773584905660377,0.42641509433962266,0.03018867924528302,0.4716981132075472,9,10,113,8,125,PILAR,ESCUELA EP N°7,49.714285714285715,50.28571428571429,23.809523809523807,23.214285714285715,23.809523809523807,11.904761904761903,9.523809523809524,5.952380952380952,1.7857142857142856,23.170731707317074,21.951219512195124,23.170731707317074,15.24390243902439,9.146341463414632,5.487804878048781,1.829268292682927,24.41860465116279,24.41860465116279,24.41860465116279,8.720930232558139,9.883720930232558,6.395348837209302,1.7441860465116281
35,36,0.045936395759717315,0.0176678445229682,0.4275618374558304,0.01060070671378092,0.49823321554770317,13,5,121,3,141,PILAR,ESCUELA EP N°7,48.85714285714285,51.14285714285714,19.76401179941003,19.469026548672566,25.073746312684364,13.274336283185846,11.209439528023598,6.489675516224189,4.71976401179941,18.128654970760234,16.95906432748538,25.146198830409354,16.374269005847953,11.695906432748535,7.602339181286548,4.093567251461988,21.428571428571427,22.02380952380952,25.0,10.119047619047619,10.714285714285714,5.357142857142857,5.357142857142857
36,37,0.01384083044982699,0.02422145328719723,0.5086505190311419,0.010380622837370242,0.4429065743944637,4,7,147,3,128,PILAR,ESCUELA EP N°7,47.14285714285714,52.85714285714286,22.123893805309734,25.958702064896755,20.648967551622423,12.684365781710913,9.144542772861355,6.784660766961652,2.6548672566371683,19.540229885057467,28.73563218390805,19.540229885057467,13.218390804597702,9.770114942528737,5.747126436781608,3.4482758620689653,24.84848484848485,23.03030303030303,21.818181818181817,12.12121212121212,8.484848484848486,7.878787878787877,1.818181818181818
37,38,0.04428044280442804,0.025830258302583026,0.46494464944649444,0.033210332103321034,0.4317343173431734,12,7,126,9,117,PILAR,ESCUELA EP N°7,44.85714285714285,55.14285714285714,23.372781065088763,22.7810650887574,18.93491124260355,15.976331360946743,11.538461538461537,4.142011834319527,3.2544378698224854,21.546961325966848,20.441988950276247,22.099447513812155,17.12707182320442,11.049723756906078,4.972375690607736,2.7624309392265194,25.477707006369428,25.477707006369428,15.286624203821654,14.64968152866242,12.101910828025478,3.1847133757961785,3.8216560509554136
38,39,0.03690036900369004,0.014760147601476014,0.5571955719557196,0.01107011070110701,0.3800738007380074,10,4,151,3,103,PILAR,ESCUELA EP N°7,47.42857142857143,52.57142857142857,26.060606060606066,19.090909090909093,20.60606060606061,17.272727272727273,10.0,4.242424242424243,2.727272727272727,24.404761904761905,19.047619047619047,20.833333333333336,20.833333333333336,10.119047619047619,2.976190476190476,1.7857142857142856,27.777777777777782,19.1358024691358,20.37037037037037,13.580246913580249,9.876543209876543,5.5555555555555545,3.7037037037037033
39,40,0.037037037037037035,0.007407407407407408,0.44814814814814813,0.025925925925925925,0.48148148148148145,10,2,121,7,130,PILAR,ESCUELA EP N°7,48.57142857142857,51.42857142857142,22.054380664652566,22.054380664652566,23.262839879154075,13.595166163141995,11.178247734138973,3.625377643504532,4.229607250755286,22.02380952380952,19.642857142857142,26.190476190476193,11.904761904761903,12.5,4.761904761904762,2.976190476190476,22.085889570552148,24.539877300613494,20.24539877300613,15.337423312883436,9.8159509202454,2.4539877300613497,5.521472392638037
40,41,0.03717472118959108,0.026022304832713755,0.4721189591078067,0.026022304832713755,0.43866171003717475,10,7,127,7,118,PILAR,ESCUELA EP N°7,50.0,50.0,23.05389221556886,27.24550898203593,19.760479041916167,12.874251497005988,8.682634730538922,5.089820359281437,3.293413173652695,22.981366459627328,31.677018633540374,16.770186335403732,16.770186335403732,6.211180124223603,2.4844720496894412,3.1055900621118013,23.121387283236995,23.121387283236995,22.543352601156073,9.248554913294797,10.982658959537574,7.514450867052022,3.4682080924855487
41,42,0.039568345323741004,0.01079136690647482,0.5215827338129496,0.014388489208633094,0.4136690647482014,11,3,145,4,115,PILAR,ESCUELA EP N°7,48.0,52.0,23.391812865497073,23.684210526315788,20.175438596491226,15.497076023391811,9.35672514619883,4.970760233918129,2.9239766081871337,25.142857142857146,24.0,17.142857142857142,17.714285714285708,7.428571428571429,6.857142857142858,1.7142857142857144,21.556886227544908,23.353293413173645,23.353293413173645,13.17365269461078,11.377245508982035,2.9940119760479043,4.1916167664670665
42,43,0.033707865168539325,0.011235955056179775,0.48314606741573035,0.026217228464419477,0.44569288389513106,9,3,129,7,119,PILAR,ESCUELA EP N°7,53.42857142857142,46.57142857142857,23.214285714285715,21.72619047619048,17.857142857142858,18.154761904761905,8.928571428571429,6.25,3.8690476190476186,24.66666666666667,22.0,15.333333333333332,19.33333333333333,10.666666666666668,5.333333333333334,2.666666666666667,22.04301075268817,21.505376344086017,19.892473118279568,17.20430107526882,7.526881720430107,6.989247311827956,4.838709677419356
43,44,0.038910505836575876,0.0311284046692607,0.43190661478599224,0.019455252918287938,0.4785992217898833,10,8,111,5,123,PILAR,INSTITUTO VERBO DIVINO,50.57142857142857,49.42857142857143,20.543806646525677,21.752265861027194,22.054380664652566,16.91842900302115,8.157099697885197,6.3444108761329305,4.229607250755286,17.834394904458602,18.471337579617835,23.56687898089172,21.019108280254773,8.280254777070063,7.0063694267515935,3.8216560509554136,22.988505747126432,24.71264367816092,20.689655172413797,13.218390804597702,8.045977011494253,5.747126436781608,4.597701149425287
44,45,0.0176678445229682,0.02120141342756184,0.5053003533568905,0.02120141342756184,0.43462897526501765,5,6,143,6,123,PILAR,INSTITUTO VERBO DIVINO,45.42857142857143,54.57142857142857,25.15151515151515,24.54545454545455,19.090909090909093,11.515151515151516,9.393939393939393,7.878787878787877,2.4242424242424243,28.57142857142857,24.0,22.857142857142854,10.857142857142858,7.428571428571429,4.571428571428571,1.7142857142857144,21.29032258064516,25.161290322580644,14.838709677419354,12.258064516129034,11.612903225806454,11.612903225806454,3.2258064516129035
45,46,0.02197802197802198,0.03663003663003663,0.3992673992673993,0.03296703296703297,0.5091575091575091,6,10,109,9,139,PILAR,INSTITUTO VERBO DIVINO,50.0,50.0,21.13095238095238,25.595238095238088,21.428571428571427,10.119047619047619,10.416666666666668,7.142857142857142,4.166666666666666,21.47239263803681,23.926380368098158,20.24539877300613,9.8159509202454,11.65644171779141,8.588957055214724,4.294478527607362,20.809248554913296,27.167630057803464,22.543352601156073,10.404624277456648,9.248554913294797,5.780346820809249,4.0462427745664735
46,47,0.03717472118959108,0.04460966542750929,0.45353159851301117,0.02973977695167286,0.4349442379182156,10,12,122,8,117,PILAR,INSTITUTO VERBO DIVINO,45.714285714285715,54.28571428571429,21.407624633431087,24.046920821114373,19.354838709677423,13.489736070381232,11.436950146627565,6.451612903225807,3.812316715542522,20.87912087912088,22.52747252747253,20.32967032967033,14.285714285714285,12.637362637362635,6.043956043956044,3.296703296703297,22.0125786163522,25.786163522012576,18.238993710691823,12.578616352201259,10.062893081761008,6.918238993710692,4.402515723270441
47,48,0.0078125,0.03125,0.5,0.03125,0.4296875,2,8,128,8,110,PILAR,INSTITUTO VERBO DIVINO,53.714285714285715,46.28571428571429,28.402366863905325,20.118343195266274,18.639053254437872,12.1301775147929,10.946745562130179,6.8047337278106514,2.9585798816568047,26.97368421052632,17.763157894736842,23.684210526315788,9.868421052631579,11.842105263157894,6.578947368421053,3.2894736842105265,29.56989247311828,22.04301075268817,14.516129032258064,13.978494623655912,10.21505376344086,6.989247311827956,2.6881720430107525
48,49,0.0539568345323741,0.03597122302158273,0.35251798561151076,0.017985611510791366,0.539568345323741,15,10,98,5,150,PILAR,INSTITUTO VERBO DIVINO,50.0,50.0,27.24550898203593,20.05988023952096,16.766467065868262,16.46706586826347,11.377245508982035,4.790419161676646,3.293413173652695,25.465838509316768,19.254658385093173,15.527950310559005,16.770186335403732,14.285714285714285,4.9689440993788825,3.7267080745341614,28.901734104046245,20.809248554913296,17.91907514450867,16.184971098265898,8.670520231213873,4.624277456647398,2.8901734104046244
49,50,0.019305019305019305,0.023166023166023165,0.528957528957529,0.0,0.42857142857142855,5,6,137,0,111,PILAR,INSTITUTO VERBO DIVINO,49.714285714285715,50.28571428571429,23.219814241486066,23.529411764705877,21.671826625387002,14.860681114551086,6.811145510835912,7.4303405572755405,2.476780185758514,20.51282051282051,25.0,17.94871794871795,17.307692307692307,5.769230769230768,9.615384615384617,3.8461538461538463,25.748502994011968,22.15568862275449,25.149700598802394,12.574850299401195,7.7844311377245505,5.389221556886229,1.1976047904191618
50,51,0.03333333333333333,0.03333333333333333,0.5,0.018518518518518517,0.4148148148148148,9,9,135,5,112,PILAR,INSTITUTO VERBO DIVINO,50.57142857142857,49.42857142857143,22.356495468277945,21.148036253776432,21.148036253776432,15.105740181268883,11.178247734138973,4.833836858006042,4.229607250755286,21.25,17.5,24.375,20.625,8.125,5.0,3.125,23.391812865497073,24.561403508771928,18.128654970760234,9.941520467836256,14.035087719298243,4.678362573099415,5.263157894736842
51,52,0.025830258302583026,0.02952029520295203,0.4797047970479705,0.01845018450184502,0.44649446494464945,7,8,130,5,121,PILAR,INSTITUTO VERBO DIVINO,45.42857142857143,54.57142857142857,25.21994134897361,23.75366568914956,21.994134897360702,11.730205278592374,8.797653958944284,4.6920821114369495,3.812316715542522,22.950819672131143,22.404371584699454,25.683060109289613,9.836065573770492,10.382513661202186,4.371584699453551,4.371584699453551,27.848101265822788,25.31645569620253,17.721518987341767,13.924050632911394,6.962025316455697,5.063291139240507,3.1645569620253164
52,53,0.06382978723404255,0.0425531914893617,0.45390070921985815,0.014184397163120567,0.425531914893617,18,12,128,4,120,PILAR,INSTITUTO VERBO DIVINO,47.42857142857143,52.57142857142857,27.544910179640716,23.353293413173645,20.65868263473054,14.071856287425149,7.185628742514971,3.293413173652695,3.892215568862276,28.488372093023248,22.67441860465116,22.09302325581395,11.046511627906975,6.9767441860465125,4.069767441860465,4.651162790697675,26.543209876543212,24.074074074074073,19.1358024691358,17.28395061728395,7.4074074074074066,2.469135802469136,3.08641975308642
53,54,0.025454545454545455,0.025454545454545455,0.48727272727272725,0.01818181818181818,0.44363636363636366,7,7,134,5,122,MANZONE,ESCUELA EP N°40,46.28571428571429,53.714285714285715,19.033232628398792,25.6797583081571,19.939577039274926,12.990936555891237,12.68882175226586,5.4380664652567985,4.229607250755286,14.534883720930235,28.488372093023248,20.930232558139533,15.116279069767439,11.627906976744184,5.813953488372092,3.4883720930232562,23.89937106918239,22.641509433962263,18.867924528301888,10.691823899371071,13.836477987421384,5.031446540880504,5.031446540880504
54,55,0.07806691449814127,0.01858736059479554,0.40148698884758366,0.03345724907063197,0.4684014869888476,21,5,108,9,126,MANZONE,ESCUELA EP N°40,50.85714285714285,49.14285714285714,25.748502994011968,22.15568862275449,18.263473053892213,18.562874251497004,9.580838323353293,3.293413173652695,2.395209580838324,26.41509433962264,19.49685534591195,22.0125786163522,16.9811320754717,9.433962264150944,4.402515723270441,1.257861635220126,25.142857142857146,24.57142857142857,14.857142857142858,20.0,9.714285714285714,2.2857142857142856,3.428571428571429
55,56,0.035211267605633804,0.02112676056338028,0.5246478873239436,0.017605633802816902,0.4014084507042254,10,6,149,5,114,MANZONE,ESCUELA EP N°40,53.42857142857142,46.57142857142857,23.167155425219942,23.75366568914956,22.287390029325515,15.542521994134898,6.744868035190616,6.158357771260997,2.3460410557184748,17.419354838709676,29.677419354838708,20.645161290322577,16.7741935483871,7.096774193548387,5.161290322580644,3.2258064516129035,27.956989247311824,18.817204301075265,23.655913978494624,14.516129032258064,6.451612903225807,6.989247311827956,1.6129032258064515
56,57,0.0625,0.022058823529411766,0.4632352941176471,0.022058823529411766,0.43014705882352944,17,6,126,6,117,MANZONE,ESCUELA EP N°40,54.28571428571429,45.714285714285715,22.64705882352941,19.705882352941178,23.529411764705877,15.588235294117649,8.529411764705884,5.5882352941176485,4.411764705882354,26.315789473684212,21.71052631578948,24.342105263157894,10.526315789473683,9.210526315789473,5.263157894736842,2.631578947368421,19.680851063829788,18.085106382978726,22.872340425531913,19.680851063829788,7.978723404255319,5.851063829787233,5.851063829787233
57,58,0.0539568345323741,0.01079136690647482,0.38848920863309355,0.014388489208633094,0.5323741007194245,15,3,108,4,148,MANZONE,ESCUELA EP N°40,49.14285714285714,50.85714285714285,22.360248447204967,23.291925465838514,23.291925465838514,13.354037267080743,9.937888198757765,4.658385093167702,3.1055900621118013,22.58064516129032,25.161290322580644,20.645161290322577,14.193548387096774,12.903225806451614,1.2903225806451613,3.2258064516129035,22.15568862275449,21.556886227544908,25.748502994011968,12.574850299401195,7.185628742514971,7.7844311377245505,2.9940119760479043
58,59,0.01845018450184502,0.03690036900369004,0.47232472324723246,0.014760147601476014,0.4575645756457565,5,10,128,4,124,MANZONE,ESCUELA EP N°40,50.57142857142857,49.42857142857143,24.26900584795321,25.146198830409354,20.76023391812865,14.035087719298243,5.847953216374267,6.432748538011697,3.5087719298245608,26.506024096385545,25.30120481927711,20.48192771084337,15.06024096385542,4.216867469879518,4.819277108433735,3.6144578313253017,22.15909090909091,25.0,21.022727272727273,13.068181818181818,7.386363636363638,7.954545454545454,3.4090909090909087
59,60,0.03409090909090909,0.03787878787878788,0.48484848484848486,0.015151515151515152,0.42803030303030304,9,10,128,4,113,MANZONE,ESCUELA EP N°40,50.57142857142857,49.42857142857143,24.251497005988025,24.850299401197606,19.46107784431138,12.275449101796406,10.179640718562874,7.48502994011976,1.497005988023952,28.75,23.75,18.75,12.5,8.125,8.125,0.0,20.114942528735632,25.86206896551724,20.114942528735632,12.06896551724138,12.06896551724138,6.896551724137932,2.8735632183908044
60,61,0.0196078431372549,0.027450980392156862,0.4745098039215686,0.03529411764705882,0.44313725490196076,5,7,121,9,113,MANZONE,ESCUELA EP N°40,49.714285714285715,50.28571428571429,26.506024096385545,27.710843373493976,16.566265060240966,12.048192771084338,10.542168674698797,3.6144578313253017,3.0120481927710845,27.95031055900621,28.57142857142857,16.149068322981368,9.937888198757765,10.559006211180122,3.7267080745341614,3.1055900621118013,25.146198830409354,26.900584795321635,16.95906432748538,14.035087719298243,10.526315789473683,3.5087719298245608,2.9239766081871337
61,62,0.03717472118959108,0.01486988847583643,0.5092936802973977,0.01858736059479554,0.4200743494423792,10,4,137,5,113,MANZONE,ESCUELA EP N°40,51.42857142857142,48.57142857142857,22.822822822822822,21.02102102102102,17.71771771771772,17.117117117117118,10.210210210210212,5.7057057057057055,5.405405405405406,21.656050955414013,22.29299363057325,19.745222929936308,14.64968152866242,12.101910828025478,4.4585987261146505,5.095541401273887,23.863636363636363,19.88636363636364,15.909090909090908,19.318181818181817,8.522727272727273,6.8181818181818175,5.6818181818181825
62,63,0.013793103448275862,0.020689655172413793,0.5103448275862069,0.013793103448275862,0.4413793103448276,2,3,74,2,64,MANZONE,ESCUELA EP N°40,54.01069518716579,45.98930481283423,20.555555555555557,22.777777777777782,25.0,17.22222222222222,5.5555555555555545,5.0,3.888888888888889,20.73170731707317,23.170731707317074,26.82926829268293,20.73170731707317,2.4390243902439024,3.658536585365853,2.4390243902439024,20.40816326530612,22.448979591836732,23.469387755102037,14.285714285714285,8.16326530612245,6.1224489795918355,5.1020408163265305
63,64,0.051470588235294115,0.025735294117647058,0.43014705882352944,0.022058823529411766,0.47058823529411764,14,7,117,6,128,PILAR,ESCUELA EP N°18,50.28571428571429,49.714285714285715,16.138328530259365,21.32564841498559,19.596541786743515,13.544668587896252,13.544668587896252,11.52737752161383,4.322766570605188,10.982658959537574,19.07514450867052,23.69942196531792,13.872832369942195,13.294797687861273,13.294797687861273,5.780346820809249,21.26436781609195,23.5632183908046,15.517241379310345,13.218390804597702,13.79310344827586,9.770114942528737,2.8735632183908044
64,65,0.038869257950530034,0.03180212014134275,0.44876325088339225,0.014134275618374558,0.4664310954063604,11,9,127,4,132,PILAR,ESCUELA EP N°18,54.28571428571429,45.714285714285715,17.543859649122805,20.76023391812865,22.807017543859647,16.666666666666664,10.23391812865497,7.894736842105262,4.093567251461988,12.82051282051282,19.871794871794872,26.282051282051288,17.94871794871795,8.333333333333332,9.615384615384617,5.128205128205128,21.505376344086017,21.505376344086017,19.892473118279568,15.591397849462366,11.827956989247312,6.451612903225807,3.2258064516129035
65,66,0.04477611940298507,0.029850746268656716,0.4141791044776119,0.011194029850746268,0.5,12,8,111,3,134,PILAR,ESCUELA EP N°18,46.28571428571429,53.714285714285715,17.101449275362317,22.318840579710145,18.84057971014493,12.46376811594203,13.623188405797103,7.246376811594202,8.405797101449275,16.756756756756758,20.0,18.918918918918923,13.513513513513516,12.972972972972975,6.486486486486488,11.35135135135135,17.5,25.0,18.75,11.25,14.374999999999998,8.125,5.0
66,67,0.058823529411764705,0.03308823529411765,0.35661764705882354,0.03676470588235294,0.5147058823529411,16,9,97,10,140,PILAR,ESCUELA EP N°18,50.28571428571429,49.714285714285715,16.091954022988507,18.103448275862068,24.13793103448276,14.6551724137931,12.35632183908046,7.471264367816093,7.183908045977012,16.184971098265898,17.341040462427745,24.855491329479772,13.294797687861273,12.13872832369942,6.9364161849710975,9.248554913294797,16.0,18.857142857142858,23.42857142857143,16.0,12.571428571428573,8.0,5.1428571428571415
67,68,0.06909090909090909,0.02909090909090909,0.3563636363636364,0.025454545454545455,0.52,19,8,98,7,143,PILAR,ESCUELA EP N°18,50.57142857142857,49.42857142857143,19.596541786743515,21.32564841498559,18.443804034582133,13.544668587896252,12.96829971181556,9.221902017291066,4.899135446685879,18.6046511627907,22.09302325581395,15.69767441860465,13.953488372093025,14.534883720930235,8.720930232558139,6.395348837209302,20.57142857142857,20.57142857142857,21.142857142857142,13.142857142857142,11.428571428571427,9.714285714285714,3.428571428571429
68,69,0.05970149253731343,0.033582089552238806,0.43656716417910446,0.011194029850746268,0.458955223880597,16,9,117,3,123,PILAR,ESCUELA EP N°18,51.42857142857142,48.57142857142857,17.52873563218391,19.540229885057467,20.402298850574716,15.229885057471266,12.643678160919542,9.482758620689657,5.172413793103448,18.823529411764707,19.411764705882355,22.35294117647059,14.117647058823529,11.176470588235297,7.0588235294117645,7.0588235294117645,16.292134831460675,19.662921348314608,18.539325842696627,16.292134831460675,14.044943820224722,11.797752808988767,3.3707865168539324
69,70,0.045454545454545456,0.04195804195804196,0.3741258741258741,0.024475524475524476,0.513986013986014,13,12,107,7,147,PILAR,ESCUELA EP N°18,46.0,54.0,14.121037463976945,20.172910662824208,21.32564841498559,17.579250720461097,11.52737752161383,9.221902017291066,6.051873198847263,16.042780748663098,12.834224598930485,22.459893048128343,18.71657754010695,11.764705882352938,10.16042780748663,8.021390374331549,11.875,28.75,20.0,16.25,11.25,8.125,3.75
70,71,0.029304029304029304,0.02564102564102564,0.3956043956043956,0.02197802197802198,0.5274725274725275,8,7,108,6,144,PILAR,ESCUELA EP N°18,52.57142857142857,47.42857142857143,13.294797687861273,20.520231213872837,21.965317919075147,11.271676300578036,11.84971098265896,13.294797687861273,7.803468208092487,12.269938650306747,20.858895705521476,20.24539877300613,12.883435582822086,11.65644171779141,11.65644171779141,10.429447852760736,14.207650273224044,20.21857923497268,23.497267759562842,9.836065573770492,12.021857923497267,14.754098360655734,5.464480874316941
71,72,0.04895104895104895,0.024475524475524476,0.4160839160839161,0.02097902097902098,0.48951048951048953,14,7,119,6,140,PILAR,INSTITUTO MOD. PILAR(EP Y ES),50.57142857142857,49.42857142857143,14.121037463976945,25.93659942363112,17.86743515850144,12.96829971181556,11.23919308357349,11.52737752161383,6.340057636887607,15.116279069767439,25.0,18.6046511627907,12.209302325581396,9.30232558139535,11.627906976744184,8.13953488372093,13.142857142857142,26.857142857142854,17.142857142857142,13.714285714285715,13.142857142857142,11.428571428571427,4.571428571428571
72,73,0.040145985401459854,0.010948905109489052,0.4124087591240876,0.01824817518248175,0.5182481751824818,11,3,113,5,142,PILAR,INSTITUTO MOD. PILAR(EP Y ES),49.714285714285715,50.28571428571429,17.24137931034483,19.540229885057467,18.39080459770115,15.229885057471266,12.93103448275862,12.35632183908046,4.310344827586206,16.477272727272727,15.909090909090908,21.59090909090909,16.477272727272727,10.795454545454543,12.5,6.25,18.023255813953487,23.255813953488367,15.116279069767439,13.953488372093025,15.116279069767439,12.209302325581396,2.3255813953488373
73,74,0.06415094339622641,0.06415094339622641,0.3433962264150943,0.026415094339622643,0.5018867924528302,17,17,91,7,133,PILAR,INSTITUTO MOD. PILAR(EP Y ES),52.85714285714286,47.14285714285714,16.379310344827587,19.82758620689655,18.96551724137931,14.367816091954026,12.643678160919542,9.195402298850574,8.620689655172415,15.853658536585364,16.463414634146346,12.80487804878049,16.463414634146346,15.24390243902439,10.365853658536585,12.80487804878049,16.847826086956523,22.82608695652174,24.456521739130434,12.5,10.326086956521738,8.152173913043477,4.891304347826087
74,75,0.05090909090909091,0.04363636363636364,0.3418181818181818,0.02181818181818182,0.5418181818181819,14,12,94,6,149,PILAR,INSTITUTO MOD. PILAR(EP Y ES),49.42857142857143,50.57142857142857,15.273775216138327,21.613832853025933,19.884726224783858,14.697406340057634,12.96829971181556,9.221902017291066,6.340057636887607,18.285714285714285,21.142857142857142,17.714285714285708,13.714285714285715,11.428571428571427,9.142857142857142,8.571428571428571,12.209302325581396,22.09302325581395,22.09302325581395,15.69767441860465,14.534883720930235,9.30232558139535,4.069767441860465
75,76,0.06451612903225806,0.021505376344086023,0.36200716845878134,0.021505376344086023,0.5304659498207885,18,6,101,6,148,PILAR,INSTITUTO MOD. PILAR(EP Y ES),43.714285714285715,56.28571428571429,15.18624641833811,18.91117478510029,24.355300859598856,16.618911174785097,10.888252148997138,7.163323782234957,6.876790830945558,15.736040609137056,17.76649746192893,22.84263959390863,18.781725888324875,9.137055837563453,6.598984771573606,9.137055837563453,14.473684210526313,20.394736842105264,26.315789473684212,13.815789473684212,13.157894736842106,7.894736842105262,3.947368421052632
76,77,0.04059040590405904,0.033210332103321034,0.31365313653136534,0.025830258302583026,0.5867158671586716,11,9,85,7,159,PILAR,INSTITUTO MOD. PILAR(EP Y ES),48.0,52.0,18.624641833810887,18.05157593123209,19.197707736389685,16.045845272206304,12.893982808022926,6.59025787965616,8.595988538681947,19.889502762430944,16.574585635359117,20.441988950276247,15.469613259668508,12.154696132596685,5.524861878453039,9.944751381215472,17.261904761904766,19.642857142857142,17.857142857142858,16.666666666666664,13.690476190476193,7.738095238095237,7.142857142857142
77,78,0.07220216606498195,0.036101083032490974,0.4151624548736462,0.01444043321299639,0.4620938628158845,20,10,115,4,128,PILAR,INSTITUTO MOD. PILAR(EP Y ES),51.42857142857142,48.57142857142857,17.341040462427745,17.052023121387286,19.07514450867052,17.052023121387286,12.427745664739886,9.826589595375722,7.225433526011561,15.384615384615385,17.159763313609467,20.118343195266274,17.159763313609467,12.426035502958579,11.242603550295858,6.508875739644972,19.209039548022602,16.94915254237288,18.079096045197737,16.94915254237288,12.429378531073446,8.47457627118644,7.909604519774012
78,79,0.04980842911877394,0.04980842911877394,0.3946360153256705,0.011494252873563218,0.4942528735632184,13,13,103,3,129,PILAR,INSTITUTO MOD. PILAR(EP Y ES),49.714285714285715,50.28571428571429,16.42651296829971,25.93659942363112,21.613832853025933,13.25648414985591,10.086455331412104,7.780979827089339,4.899135446685879,15.909090909090908,30.113636363636363,18.75,11.931818181818182,10.227272727272727,7.954545454545454,5.113636363636363,16.95906432748538,21.637426900584803,24.561403508771928,14.61988304093567,9.941520467836256,7.602339181286548,4.678362573099415
